"x";"y"
283,885898128436;836,103114819401
271,845313759404;591,513593783363
235,692629576795;680,898673137728
294,875360939353;730,970158534142
328,42229193051;744,44619433448
215,027762253676;827,826265204274
341,888830546891;776,912358793111
314,926834147457;734,582592920547
226,427942467609;705,26941739118
235,453483682325;807,563030428125
238,530455910801;729,845153438936
240,940568397405;751,950391370922
218,445606406116;705,029715385492
196,471310974434;707,174032441241
99,9037261266604;520,056461592591
249,685804125041;685,892551909298
232,73278909529;892,20951380405
330,566344885175;651,177687343473
246,358608311768;696,738857762876
53,4495739922099;662,582230312691
118,77176658356;729,778777477291
292,397752718667;848,337992280058
169,18984389439;578,356680041127
185,193080832706;762,602380775464
148,222632156716;799,241620000694
282,734492644464;610,16782062192
214,895041731989;616,60245829839
251,242175814968;738,402868649927
147,854546126425;809,948415677112
183,548729377911;938,758969477108
244,930787797081;685,27225290397
205,960393917249;572,533831003248
276,505868932778;511,729550820663
195,457498701276;796,679097647372
262,64217788261;599,983184076748
103,597766307458;727,844897049461
274,084490672773;801,783152588908
213,144051520973;687,839421287289
275,364678999877;780,54292696118
257,984703400621;718,809789736696
238,904845954547;651,241779873837
212,944800088367;720,873493367607
214,349936787519;743,831323629756
175,353095051098;672,37222285187
136,783866156688;645,389371712561
191,423873641215;688,912448514762
190,201589356246;627,311783513121
83,1811149646965;763,795082378355
117,52500675291;893,615794152358
122,715739277499;706,830419792552
288,931414744495;513,196176236244
251,072077731604;852,508379529682
233,227083125255;829,015587945874
188,150421717727;722,53460095591
191,859097404586;701,030356001015
315,844114901476;718,348151185249
95,517156961278;829,196337213999
297,784217477311;722,752969263878
312,124667535871;724,959689348775
385,577513696444;678,138576900534
211,010615958859;578,882470101281
356,616693467222;584,419834515589
232,800671092499;819,070763660701
272,224824558777;654,404446937936
169,732097643593;749,196978863636
375,061995200647;909,35083462149
178,501564714393;751,081224943216
267,497169983801;648,025908095357
158,950658475221;690,354420213871
227,164957556333;833,39577853572
148,640416098201;662,232506697364
328,839604125138;515,753312702017
173,973429983132;608,947201696456
153,255266011304;717,327001101826
255,786923140648;749,792776779774
247,066339501137;836,181110843107
242,839031309213;874,280484594922
143,71037852328;607,142924160942
61,4840909910688;684,315932033815
278,730988481169;844,689346232744
205,3063061738;761,684713301014
290,676751984395;537,406707828947
361,409334995751;657,938630368431
345,116454027578;815,008082010171
165,925946804845;830,42696177138
56,0517282617956;750,030059092779
225,712555725906;805,097652879198
271,92423585117;795,613596211046
282,400894923048;878,78022398056
178,027891698425;690,76727931521
166,11809139175;786,612986724934
188,314646754462;669,859028992695
89,8083682825958;918,655431231683
277,94300481842;752,029107252065
270,009372085109;739,299887045661
118,0171044163;812,83234328271
319,04704074476;766,56732310044
243,912000721864;698,429235983162
194,054678351432;790,474973853157
179,971864485774;835,885391736159
305,274547976582;833,904263458703
226,381618446524;935,452438315151
180,413632235135;720,565978707455
337,870256291056;832,923226513524
176,434387506617;603,086570464363
101,462531995214;819,09469464144
188,932870384293;850,619488218008
204,833304926307;808,337419582966
137,729312627018;575,204109667953
66,7120028900217;815,038585876293
208,56153789829;757,59504352972
212,296264323916;723,847580881031
194,878646115723;806,150623834482
88,8964816378242;820,8223564309
362,267329294491;692,770279051378
258,476003398407;947,825665727595
276,553311080083;703,634458789673
242,340375010022;676,21413188052
447,51442850182;758,750148977369
195,288920524293;718,444965593252
148,048974642303;759,091082160175
168,691069896029;729,616543738877
117,065627057896;632,015254868446
60,3275063552322;906,246316377836
243,079340940492;756,695354276779
79,9836320021175;686,829033321701
332,411928513201;670,174832751641
202,626006349778;770,29168577838
231,975071887793;827,698300519042
199,511237369852;747,700976897548
227,341877761536;709,219612603531
279,635449648526;786,984497487815
233,953347358618;877,987637864241
137,554404268764;848,454226648739
295,656908207621;655,649393199153
138,065879042668;661,651565627247
319,285174748916;843,346466784917
184,641981223763;709,120861745057
190,880525791193;690,607124885121
228,893843432987;690,34394432407
329,486547652939;670,547067492214
250,530163183544;688,914512404136
191,247982274994;836,030282597572
286,737207321453;735,387499726512
170,298730840513;713,06054878146
345,029564326415;712,161744916901
155,001540729116;780,930059558803
204,053101901573;752,21839993269
219,491323061812;800,577846872769
380,541186063091;744,078031408722
355,565113293038;657,399547612374
244,425180880834;848,228139113455
237,34786930663;688,425103190996
302,536135122468;919,746927414294
181,470768783515;821,563581293365
124,516367345441;675,523442505224
40,5502344020235;695,622630430624
174,765613667574;843,99480549773
134,699665325135;817,667096836497
210,438466791995;697,317277085011
206,127852040684;671,665378906552
125,386072536423;702,945824252099
148,224184546971;825,971149888006
346,301699722169;614,415757879174
221,445006521032;715,334179946939
313,56793902253;746,354923909674
209,40313764267;716,662928145825
281,801691717875;798,520184975148
214,76607982861;726,75324114811
151,815889919364;667,362653259993
161,208379571008;724,089195971152
178,115571542601;687,649121853184
227,24494725554;823,944229947992
147,040760949464;742,138618581306
208,630814294653;837,397510514011
198,125329756054;664,1331119378
179,366970155965;597,178291630329
305,880575333502;765,516876628048
346,37540889423;608,843668769229
107,835521024372;628,281156992742
239,064873781636;649,837522126602
111,193348044471;718,286229012728
459,55145144199;760,157223891902
166,242392174432;908,500585966343
214,96011432138;821,525949122306
361,713666889515;747,769142402896
196,93840024247;686,146851426272
244,791957577674;645,011728252217
262,814951812955;733,182335801434
94,5527687151579;769,176529394183
356,10892278967;826,705318886033
433,712154958596;735,013371930666
179,440234191881;838,235307669339
173,857943764688;723,193925264063
342,135517028679;746,599463948588
168,827068323379;774,246834960409
200,77607439823;764,609374449684
205,990710209847;678,721393454674
306,254107564989;778,8907330397
-2,08570134376589;816,516522468331
210,796530592981;730,045595691391
127,940205366747;673,804366125279
248,687465446583;829,263987987937
297,641530047441;742,724194136757
172,578330174234;751,157590456999
233,336439385163;745,238421289596
226,693170566293;768,80731614069
120,320514263002;710,990029872828
49,5735899560081;690,548493649638
343,362712250125;820,47749169003
188,500817745679;795,492897795821
215,664059131569;720,884485834434
164,201585854316;711,066525245764
321,564578511933;792,024537429793
264,669267362645;782,379731252155
317,523110416714;782,67529557737
104,509242604959;673,820749875879
242,987861784974;720,515967764811
342,608811880211;742,29047429008
327,663057373028;722,220907606713
299,973083922224;878,940941754503
225,483623276146;707,108009666617
203,521845491753;571,378138573586
306,211027375408;801,840450230063
188,575975955013;650,38536087
255,978411411844;725,479288673086
237,123445765825;597,933615734517
291,748107325768;815,283666501414
353,015627857008;760,235126661532
338,365031186147;636,193230378535
116,9160511207;862,427452625504
332,140210039755;787,894852463991
142,323192545926;661,329889536767
297,353422407377;821,685715102323
219,242331659005;860,471193528177
354,71197518867;786,878132701434
256,92365452261;814,00945647372
250,185536001208;728,547467086513
264,448512916585;613,34706392359
119,20248549199;729,521137788178
169,867868502296;690,608632750593
134,927444762844;639,202792896546
341,16999892615;701,955243960402
198,29146799688;763,334460930143
274,967024461275;677,464665225954
297,886733365859;612,718156769295
327,130453957721;703,593361076071
326,818895079606;838,534826905764
281,849728996595;768,160337962258
156,663289787578;625,225699390542
272,735797138422;697,999449205862
145,103356387945;643,819119104954
284,171804135549;748,302616950292
264,954802825249;810,645477398199
60,7547757328638;843,448203979719
227,035026476374;748,93222848821
171,936589824779;791,224200734931
222,028864903607;884,689797220142
263,565695442584;672,566543034632
208,058000019808;730,068964201994
76,0434191185579;802,703852571717
145,949678376625;651,809265496567
211,036191941599;737,40577704067
322,58734733262;699,290703500421
156,618749846777;691,962458157377
294,866210381654;769,506418006236
289,717650684509;715,19570439517
101,017692128022;728,152229599939
195,108554773362;725,893681760516
430,79965275472;650,613411716659
224,356157904813;679,375607477071
289,389176542559;771,519199550538
175,472129494433;692,731656499186
327,033120741356;850,832821306903
260,941358407679;671,151945655373
117,715731427289;717,132640994924
171,643682435702;706,000038098939
233,067287138016;792,426759116368
217,902086025034;603,647001579405
159,809246558667;689,148830141915
127,85532907049;726,481234537059
270,583624476155;655,773389547751
309,14770328355;726,38161880635
104,248997155686;722,58384407832
260,746229868032;739,734801849786
94,0539257849643;819,302544284553
377,817322879616;638,440425552104
228,963126618202;722,097379378941
191,606229137386;663,785316387125
75,0117847335757;754,553156244654
88,7510741271345;720,93212377534
289,616510457118;691,149712011544
291,19818363444;821,048725321727
343,079307035684;704,428324687884
134,701663870615;814,230468056887
196,514871001862;775,247325337774
287,915444565857;766,286533972342
224,826726016073;765,641304332158
396,667606470886;713,036043659041
123,619312754391;597,660337703912
252,894939565991;663,702737674475
334,318461975647;939,969167769707
216,850365887268;656,328434155531
266,792535332738;666,514027525255
288,614160785156;725,969463059068
118,550231571209;806,900374784795
252,589106741582;574,743870425893
252,007463013475;798,079607104497
419,51083594704;834,987298015718
135,407415128419;704,101555385469
196,440719932382;753,795115319577
177,523557977144;740,413404753073
224,693224456439;691,605842595817
188,557696635374;703,247529780102
284,063437956569;745,04512813087
146,363807119547;723,931344289998
107,053339768894;680,904153168725
175,582017742066;539,8509883458
338,332448186191;662,27509238271
231,713993365459;800,422318383543
66,5936081373307;825,044633475834
210,285532080797;737,8114471349
258,386909006262;770,301777170579
34,9655312862976;748,545489694178
149,142742509285;760,600096408124
114,064071612377;726,452158113743
202,762606617074;711,899868194104
242,446718847946;826,213725160353
120,00268145733;641,479058692852
273,456887973247;755,369314727514
193,9884024817;808,878406791905
297,658553696275;726,450097437722
331,681749121099;688,03249903668
295,046773281261;688,244783809439
185,678545652206;644,532470063872
372,569552006519;755,807577371061
191,409964429426;762,347035591006
216,160682226517;698,956717028095
200,068493909611;621,756871627343
80,6707670793847;838,245320512265
180,238881300034;755,823319513298
340,972026668846;713,649097089668
172,683345789348;633,520218636657
331,315505002899;889,37638533299
138,075251567215;719,262642525955
112,658975274849;833,34397223617
120,595877826615;708,535870313968
139,124878643625;751,769582468172
191,885394146747;786,744891830591
198,653808657181;551,987261572844
729,745299946288;242,028679388381
736,26261780019;362,177436475964
782,017317715446;81,3921008929793
831,459072774824;354,964067573081
792,056142982946;383,852559011185
782,412762734435;135,278954084385
925,411128556628;315,184976609669
724,012106520032;295,515906385681
852,748866841039;251,09410029674
896,625956630877;210,498452195546
757,198781086801;308,441749539927
824,633991447655;226,58418394319
871,542298679737;209,79346308725
823,635884192622;300,704287792292
859,727054853746;174,760396014868
789,407571411514;233,750056508895
836,344523097924;365,073479434687
834,92181465144;277,763933973893
659,873140410126;285,543191247342
796,440790377891;286,277529102113
760,552873320944;234,692956918975
844,840791728918;293,764133439889
714,855466764769;260,05849170271
861,0568680756;215,635781854456
859,139986982728;69,9788005646331
874,508872509641;182,704225406512
875,318179559737;198,883976488222
906,037126499187;194,644158297172
663,978676779012;301,288862796116
870,996701316716;128,165805200534
897,009796149124;260,709623681849
660,682402243922;108,926329771882
839,390216123638;269,376197527535
798,53668343112;150,814490586896
829,343979688734;212,519223693577
916,500462480736;171,461007515248
915,854934690396;257,273649944513
770,071151544388;248,465902045719
791,688922736878;383,626635078982
866,287211105942;303,732102031871
807,616199942529;72,4957353074316
897,114564016872;288,652485482704
908,880141362242;171,580628090687
712,5994029894;330,36769286505
846,305056052294;122,473135553544
805,209936353991;222,533244588162
801,391163693319;210,764974342685
763,066785483685;373,1108118897
736,454446844961;347,919404300913
754,230133046383;167,599271652527
725,897995209598;296,346706783267
812,498893515712;304,635516049601
873,13749063931;195,412181653617
761,897273943304;363,887812272109
882,215695557674;262,241366257128
831,633661303916;294,644388293501
885,250873305739;283,999205886927
950,295501297315;98,4013595860843
705,463820681808;161,806187964024
1023,22270575496;289,765077301181
726,166381858851;194,211685022866
885,533790166161;203,131385707889
753,774843528598;291,369776134898
760,649416568026;195,460829364999
713,366139463442;309,04382732903
737,787025346728;182,733232370364
827,491574059326;174,79729414287
893,111154160296;215,762158342925
767,513811126801;215,140687157965
800,163341512192;237,453080255605
871,537515434133;158,220975958977
898,853177827581;157,836731385839
763,949101576643;322,875889479041
871,299567270618;372,251172317413
946,506768526931;261,618454648618
948,548205698675;365,661456145778
914,483033369317;381,780836025317
786,425103160341;284,086872129551
768,314408525908;208,638606415632
684,339694206739;239,389158180818
795,845594275006;135,579080622664
978,680143420532;319,919123013064
881,904440539147;348,177518613614
818,831252406495;310,02066586153
850,218945383515;155,609298436404
989,855316210793;217,379521562634
949,333486091073;204,967594626661
687,849343151204;398,569740458922
808,638078897189;273,83906922538
799,516528587258;270,870396381222
780,044703140305;178,635568501695
893,370564911174;300,965332799979
890,29841829963;108,069621419181
664,274596888573;196,399480947985
717,993842690195;263,139553648955
770,293738161343;237,332578202693
822,21689656208;278,228134558627
836,62821318451;280,824518333608
817,108579150952;229,803345450332
900,456576069775;297,652016962688
834,917747328463;220,790274612814
953,091025978258;196,532163360397
669,518886036316;210,798598406112
917,491941696442;211,003568762467
748,941708792343;99,1853157486002
839,138747491118;233,571220504761
821,567411635693;249,651317461956
919,038153402555;376,111700698855
825,456823878641;260,319065779185
975,55462991107;326,165289514537
753,107239148431;247,61725315516
692,868141780401;214,622347097676
552,411061595586;124,631463280954
626,277766782311;226,640528757756
899,922255165763;310,425983717084
952,844663382505;427,581736671436
822,888158733463;170,074433165472
768,583363209285;180,867615040596
735,707524817875;310,077903088746
758,572604241854;213,946617207202
702,988743476404;333,900641842132
774,274558730026;248,128812854953
802,110447939919;215,685884611542
870,242214427608;297,716508792454
671,434448432288;328,286527375649
788,574570075115;390,043215301599
730,682273772456;269,991535696576
674,156513503534;256,282594856138
828,982945476097;211,797163416746
784,534322673535;257,29276963934
897,140743712531;204,940549923076
860,284468601503;409,248296321062
735,393466794706;230,070415272081
830,308275274343;392,302491954749
913,66509151973;214,790889472429
837,363146499327;308,426365123296
788,150799807911;367,227457370355
839,610673012021;216,886682482295
751,543280560328;174,249323903032
948,100076680414;285,113010409143
831,579117503553;378,43913911835
756,320294941542;239,464227193014
765,565325664193;179,340874280449
988,581962292613;238,752016238457
839,346461706532;294,106568434456
752,957002666841;197,616829213283
720,789117512421;182,660242788029
908,075469614687;328,144239401667
909,205016087589;255,05897137103
812,198203877235;128,195863016788
826,198453420974;225,538701952382
841,256909079572;146,066212292791
