"x"
61,6485018902933
30,3429284288975
53,1846214516146
2,83656279032398
58,4482167191903
5,82495623076228
25,2313981572733
73,0057214019379
25,3206111667648
32,0798480867018
41,8339846475252
57,8278972794233
48,0386838886266
23,8100128890807
22,20431019267
35,6295377617837
29,5787368265198
49,6415079002734
51,2012709159611
82,3433141887076
-7,74822624883336
21,4525436101209
45,181292437856
18,574392526781
24,3648983662246
36,246174200007
17,3926331021471
-15,0816195011631
69,5567299433765
57,8176908428385
-2,70342292394835
21,4307068632157
87,8861247802217
23,3147750495541
36,7311292537829
22,4887528541242
34,3551194238408
36,0572067561904
36,0282857209041
18,2839700423863
36,0451024048183
36,3090821546857
-0,337609359802965
61,335136180439
50,7524157723342
7,53827438502235
14,2678314123114
-1,93309066273862
-39,4047462005293
61,4132053933219
23,9218933488945
50,0558386342674
70,5458792416919
11,1458435976558
52,7697944080045
52,9292881825225
28,8440052427882
62,9966552859656
36,0169113568134
44,8437371071161
52,4708088837611
1,03768232161249
24,1669940282909
22,5471912934657
46,4180183741978
42,9176863403594
34,8104143463945
6,63255554514043
33,9690778807954
-12,0329432254251
0,984583471641173
40,7604286819708
7,66899389625024
42,9466024145752
4,81226436247413
9,65313759597918
20,0287932611529
-20,9739374585029
19,423518237405
34,0464215178689
-0,520401593490053
37,6390391939112
28,9693403180905
30,7759460409277
24,1049756264531
14,284408560668
0,55517779868244
39,5427599981865
-0,450822290933782
54,8064772828891
12,1177385259924
27,4395499931063
32,966594195943
61,4497882880881
51,2044810064919
32,3128434209242
15,2103917920561
27,8091913679956
-7,79888871096043
12,9382272088476
6,12473534835635
24,9926430899099
62,2150216592079
70,0660923049868
-18,425772362954
18,9460436917784
0,462977829605883
76,267092858657
3,53635308103714
13,2157598615715
58,9503794587493
6,73874665892926
-22,1968604330816
30,8156488802821
51,1166395297457
53,1257102212413
49,8507499887369
13,3595153172448
-3,10928698071404
35,3046206386167
60,3226548610755
74,2786189020409
37,469332031068
29,9786119824969
34,7707404368326
12,2172523140106
49,0975619403066
55,6957255630862
8,72260575117858
10,9634167253925
-6,29590001142395
64,0745565085821
70,4403216221172
8,69312779047135
9,91779180332016
11,2353937484433
11,1289263215861
8,0597131294512
53,2942714214155
55,4897923901813
37,4344060119314
23,2099833411232
68,698884134058
3,55504142544285
85,7518281419521
27,7003817553654
63,078310101321
-27,8230257255424
11,197910532477
50,9010939237695
48,9261294727558
-28,8873694743223
-27,9262488536256
26,0688950932238
24,4868614727038
31,608418992979
30,1781654670934
63,6309917500387
16,0096213393266
35,3269963810609
10,4797044886571
19,156384162487
55,0598989322585
70,3768579616208
67,089590544332
35,2506362269396
28,1849609554767
6,41515513771967
14,1893883454711
20,229939071779
14,5066965254289
-35,7198830123462
35,9039132179195
-0,874854771193693
33,9384401602105
39,3610711450403
26,5322425959495
33,8695341989727
29,8927972049581
51,7879011952315
4,92959894299899
14,3183376609572
23,8947505894305
46,2951286388853
22,6781758210121
10,3539862694078
9,8586528255462
-17,8638241178363
22,3814975137816
44,2513550407666
50,7972967416951
10,5011230747139
44,0106315885602
10,5678331756147
13,9925217151152
44,2656587263446
-19,3206184222994
63,9601926395939
18,394164878489
27,9591442150977
22,4698179040744
19,6124159449877
-33,5316703476884
42,9412733870296
14,5611617642536
51,7668959744022
-6,15810571108406
46,3748066797953
6,44897421900994
16,6802103144365
23,574532262219
6,63292042452014
34,2744533788149
44,7804729515084
39,9348319076179
53,2918551325602
70,7416296911952
13,9118182104444
-2,33463053474097
0,737612064285994
39,1312998002663
34,4105729452574
36,0295364304843
-24,7039443085563
13,8342092533627
-4,33457453546835
33,81900591534
-0,34215619516732
42,5379408760847
-2,25158003778725
50,1373729987428
25,9833500679626
37,7519526351957
11,812330159619
-0,995245541483307
-30,1088786642177
3,42589365447402
59,5646464835488
-10,1982341687319
35,9572976189503
4,41036038671792
66,9597925696957
10,8947794875104
23,4996879852905
49,943534039797
76,3547124836335
18,6890724986185
-13,3367079908837
0,30835927614411
16,4511976705057
58,8050512058528
39,9747389505616
21,54594382285
29,3800367344815
12,2182630358382
12,6355898720959
52,9116342410826
-27,7036134141358
42,3373185016831
74,2577929025578
26,0104777742178
14,6457382451001
28,35457704718
29,7498361355564
7,55000647948551
5,5119982436053
60,7717243029501
-4,58324867831986
72,6713193458853
40,9236395656161
22,7940487403871
49,1217722341288
52,840133883972
-38,4165615382513
-14,9549328745617
34,0004466940962
9,68938834615953
12,27731179412
48,1239946145758
20,5459998388542
33,8144942471039
24,3201957605639
59,2138864332146
45,7282273190038
10,5176708214309
22,0134384785808
33,6620266176991
-8,23394345674491
41,8915140398635
48,4622385731027
26,5047610508263
35,1898165949728
35,013673677049
-43,4501979954123
37,9836090465433
4,5108536236242
9,22105778094596
24,5564672564687
21,5456177943575
23,4348475508814
61,4136732821593
19,7680351686732
50,6320987532042
68,9653198438965
71,2924411165132
15,8465212292116
47,0297989315068
-9,67231059091485
33,5455060538141
44,6715064790473
33,2563174120238
31,416291699046
59,5038044669802
28,0762141997138
63,4042996241907
41,6788172534862
34,321818463594
-15,0643168405771
57,3172047186554
36,433311416997
50,1751459430281
10,4610663979057
-4,75192900300023
-7,82710888365987
2,37920326164903
55,340732493962
18,3572102690019
60,5902186620644
-29,188123096177
72,8055779839823
42,8870947172727
12,2199840896242
44,1590846019535
24,9441031527274
32,2854494231651
13,2543257182231
-4,40058733069129
75,9991469843092
44,4333730119677
52,9185137177868
6,17323598359927
3,91504653651401
29,3497962290481
25,0880046857356
33,710321785409
15,7552532619336
-2,99333920042447
35,8115364532361
-1,88923432279682
30,4931171626187
40,5523242581574
19,4230541650773
46,7038075133549
23,7800139288961
59,1259820764858
52,8170607825965
-26,1178496934232
13,6017241044312
5,69375488050955
49,0005641194157
28,1752785147804
57,7865878610845
25,2515113438961
40,1844572482265
18,9272494949341
