"x"
132,859940652599
116,193707635155
123,290040724666
113,7914776954
144,25255337681
153,635190181801
115,019006378106
127,363256458304
112,415587980421
153,708465756075
133,252560463467
119,009963199973
129,006049700387
143,110835149672
114,52437226748
113,428375454853
117,050595624299
125,203505690797
128,880481589744
115,6019821112
134,879064499672
116,090722985004
115,258594323489
138,36050826611
155,249330568663
118,255055423842
116,658294845221
137,319737191117
119,782723242562
139,082157794997
112,904465994834
155,017223176589
113,090445740009
114,850634273743
135,401142652394
111,872084949253
145,493865152283
146,423538442873
129,869965823642
112,946375114755
133,543606418236
133,634975973352
127,598927607847
130,707639223813
131,717224666669
113,022788852588
115,492368283808
117,67595446138
144,461752464966
120,18964389603
122,68986824781
118,27155643519
148,716850838704
133,067907690074
122,405174899228
115,025115681171
122,458651792322
139,930980173237
142,756310862658
127,654785184974
132,003794904049
121,339600209654
135,40038078443
124,66890142082
121,321130821932
118,268777315612
125,096996846534
147,914171808719
117,973994623871
128,442887019078
124,405056153473
113,728164578675
119,942537049428
121,587848613675
131,137483726258
138,490063198516
117,610015975792
152,849270804376
123,377252582857
131,914835754454
125,164133387197
128,11513866546
117,633912924078
117,350431503796
130,934650795309
130,04717699339
132,823050856842
133,761890114416
116,61847182545
117,446551707289
116,262671556641
116,417445081169
125,660413373791
141,601744929199
125,619079202059
115,940563808718
114,311055486419
125,701508101078
140,954847154901
131,449717202192
130,803695039196
144,642643902288
152,951653812391
133,770853983339
124,525312985608
126,623497326361
114,524012234508
114,842437542873
129,120107402309
121,067214978404
111,289329094833
126,557031528214
135,457210650671
118,748547660477
133,593063942387
116,166441979811
126,939718035014
115,512517896922
115,379194053521
126,585206239585
135,03903868045
126,735761084056
119,686029275871
146,545270948669
147,61422031521
131,721913585508
128,450935944109
145,65436421551
122,42283518366
136,482591031218
122,812681846947
117,097227245025
178,152383581513
116,793012707338
115,907626387815
139,106936214585
116,393041244661
126,98431977039
127,086520924323
132,355035830657
125,271015284316
111,075639357401
133,96776182385
123,269966751638
121,520413662761
135,801917545849
112,699546782955
120,278507640251
111,098734863936
136,880454232406
131,438542275972
145,152054374896
146,186479540109
112,24871030862
123,587128912879
141,802878439531
117,313791780322
124,931354526124
134,161755836372
115,038126657292
126,563527267376
124,064006066472
149,299360382591
129,091391719333
127,197770324412
140,041875456796
119,263181174298
125,294453892142
115,244415891089
123,844556061485
125,801884970777
115,078636178495
115,636601221774
121,191581467294
115,000119305657
129,949833058937
160,806239598706
122,596444247583
138,984674783495
132,986592758824
114,572208143825
111,900142341407
123,89652885898
124,565864392773
123,814699398341
120,133867779528
126,124385429115
132,347759573553
118,759143353238
112,939906494945
128,659818862548
113,917373160876
121,919099787077
148,103586081976
135,406287930828
137,174417181379
122,001972216247
114,142411033081
129,991183595942
139,678355887781
176,085761156273
142,66798515848
130,331172327903
116,868582285369
129,333576582938
112,102077268417
113,089183047509
119,042383231394
130,2275674194
130,611867471075
127,49264884537
124,440524493946
125,28875269657
131,561908886954
132,404993403033
125,337066703777
131,621393517895
128,576711489319
129,026264594632
115,683703400731
121,812100064834
115,024185582151
113,97435288826
129,905893838058
116,685094337918
156,405186304619
112,436088432198
133,279115295038
