"x"
10,5981896350337
23,9157083166482
22,5040806571668
20,6512053306536
84,5206703439043
14,6380890144134
27,0526025216829
38,9451008907879
0,0491312957960304
20,4307380121505
33,8986799522676
30,5934243246303
14,6037885331245
35,6631344589667
47,3339887850168
11,824552797932
6,04061130471526
35,0990297856027
20,1393513557049
15,8540821900647
11,4262426482629
6,14864499704259
42,4794142195319
23,8218916232742
24,1719367647295
2,15028935153723
59,606882341379
19,4718606118705
41,6952634397376
34,5599486032429
19,4014808162275
-7,92976772748206
22,5095414505031
-0,402117839068204
53,829759045566
54,6860622716936
72,3581664588171
24,4656635794688
17,4518649136885
13,594537127602
20,3342861718673
19,4187904970163
10,280169081922
32,7573938130898
18,4211658626255
-1,18018197501113
84,7884360960351
-2,34070969705959
-28,0049286520859
22,4403769349879
45,0975268659865
40,8286371057673
-5,82914856323666
45,320514596205
-2,55221665764438
38,0859709895881
52,0818965539463
39,8223934975763
36,3593539346875
96,2433065403626
55,3366228324695
-1,54310762580839
24,954501607664
17,0861318065831
32,8908123046732
36,9324360215769
15,9268073610627
-3,39364399662792
28,0464006267815
46,3664658460412
2,26647056384576
37,655096250102
35,7826247879381
38,1691966800094
23,9124807985089
64,8229278224429
32,1521363320769
75,7737315863702
32,1512142154007
29,4466742391869
27,1965764314392
-2,17162856858475
44,7692608769339
58,9303647250749
53,1238532661743
37,6396736564099
30,2381762680733
19,1934064187881
33,3921747224118
10,1120570038831
9,18190731381665
25,624170209534
70,6874974979806
46,1741001031873
18,2880212285616
62,4713317317403
35,7022124689975
-34,9630991888274
67,430701717875
-40,2366702588678
30,102308558181
68,8335457106079
32,5909906675625
59,6729161879742
5,46755815802672
6,12794252252394
29,7401790064769
17,5826590541357
61,4859105264299
68,7251902310801
73,1969034837396
45,6670695093129
58,2686490419073
24,9838678253884
41,5692787675666
37,9458033417469
21,7129345246574
32,9216177176353
26,2475315278388
11,7084210111051
16,6461823866606
4,61835282779723
47,3213524453218
24,0580597866501
40,3167503040953
27,8108515187642
16,8184023101701
25,0368296708893
56,0116175648884
49,1960720892206
19,4235489862852
55,2391060641229
46,8095845639749
-21,291882027832
25,484812101974
25,5679269447117
41,4569012550411
26,2429106086435
7,4092830055491
11,1534835971302
15,8648453803854
-53,7195334792102
50,6117071322654
-24,5739370962707
42,1982346353222
96,4191577498492
45,4225969597259
-4,00670371109947
20,9177735343287
-2,68595798546007
57,4608803814999
20,7157287175248
25,231566892482
27,7734677124413
15,3939169035658
66,9791793339446
79,8409011215137
27,8161842798896
33,8237129716178
29,3109065050645
48,4059595095963
73,3765219985549
38,8738743962996
53,2651552293677
52,9804304207517
27,0363304637014
38,6654761707243
15,9558681143194
0,308086979426598
50,0353109300431
56,1854269486933
-5,48036528364757
7,69504669941303
9,91571775440008
-2,13219910943595
10,1197988746563
10,2023181204303
29,9097168897541
44,3857320503226
48,425816050877
10,8547282573197
-24,0474038041432
-39,8395095877812
52,4958913940436
51,2220747429693
87,4969629865033
24,0675329410272
77,7808755401846
28,3613766167809
62,0358420935256
49,2412238627363
88,9180715668464
49,7458334809154
35,9886073490474
-16,9956328935459
20,5357340999997
30,3582593650852
19,387765801323
8,27209037057152
75,2927803400965
25,6982565249148
-6,15089485392275
38,0606015184189
39,2531079194396
23,2095304347947
48,9938795157708
-62,2925917598294
53,111833595945
8,61888033747622
40,0117835229383
23,0754698466128
35,2638291593639
-19,2630724723487
75,5851049446924
41,0030373587505
2,83059635134581
21,9517929329146
41,1016866453728
39,9960235249726
1,88716297391134
-2,47395381626875
8,1127028532945
9,08291147621456
48,1069856039879
0,203174749375879
23,6116516709938
28,2405304986025
33,1217592511715
59,3778241858589
24,6238112634708
31,732832550737
26,8909957643617
14,2664349593304
12,377640591267
-3,28388013410142
39,6332119661129
-1,45773834352729
94,3852336258232
-13,3041945627942
45,2652974953321
65,0214554608606
51,9829761959689
4,29539304212517
28,3343749322052
16,926116680915
-13,5276077128657
-14,6698916104808
-27,8516204179254
-9,66151141395846
16,2507342147848
-27,9032134605536
28,944727886867
61,4408058544745
39,2147487460179
6,82275837434595
5,81058670697452
20,6941272376334
32,66784029158
43,1318387352326
28,9824274148107
-8,97533110913177
29,9129179599287
8,5897089315263
77,7069089952764
23,6485482247339
37,7189714967688
1,69833480518366
62,7155205388936
17,389175476306
19,1672463996262
42,7103143155725
14,2294851287675
38,4209941421849
38,0928173932853
9,24907426568285
-28,1821915294411
33,8695078397071
27,8449669727934
14,6654694688474
36,2518992192287
34,5465417077866
37,4732852287263
9,22448362607777
41,563849383436
8,99506321486878
45,756359000978
-38,8503464898275
14,294195578335
23,8699764845415
27,9815392126276
43,8975557161188
63,4158500844689
47,6623156467464
13,0724979892901
24,9101980006594
41,5873753872124
34,5306950710525
47,5114548889623
41,1943969988679
16,534999036093
-21,1702606862005
-6,7900866364831
-6,10996881572795
16,6047828899336
46,9488188710819
4,27144776731669
42,8754847245928
26,5859953086481
23,2931147704621
52,4884094221755
-0,938225687532437
-14,7714875561693
27,7288267878691
29,3889996325924
32,9067284917192
19,5279512355264
46,1162789893195
25,293635747634
39,5769386031309
15,9475847672793
11,5141798265591
27,1087898008528
51,6254434600928
6,32221119466572
28,9527833092841
79,7821260504948
24,1072942451406
-29,9777443322804
25,8608317288231
18,4143423734206
17,446294315298
77,2215940135054
93,4576421146152
73,42680741596
13,725896735575
29,9597388063067
68,1797508020841
56,415523593932
24,5862926907545
44,2389543266738
32,2426521548874
3,6545023095745
52,4446690898144
56,1983261231155
22,0066609867232
42,3606524484173
28,6273342269671
62,4996484039161
21,7262808315837
-8,45214278494002
15,2389071357845
43,158716139996
23,0295698371574
61,0869576976756
36,8012525707821
-25,4429190198749
47,9219365109221
9,46849980549124
21,6119425321784
43,84624451909
14,3036926620917
35,1314361991624
53,4146150760685
25,0650061539512
-11,1422698182055
93,4725186144116
12,0538080195769
-25,2547355082005
45,7470466591235
86,037239625475
41,5912070867284
24,1295414811851
28,1544973009442
24,9080495355582
2,83653265262098
19,116032210263
19,5070946476632
28,30669804431
40,9442148894887
41,3536205971985
39,9922285440405
56,2248175939493
73,2391571952057
53,9110702794572
25,1984979798152
36,2138550761813
7,82933752108534
2,10542573269274
60,4620160479299
-9,09089109954419
-4,56437743722478
32,4553757964131
47,6859500895274
38,2591992243976
40,2965277123614
37,8062695634838
39,3098131926947
25,5228420799007
14,9004001821493
26,5700519676352
32,5749820092921
17,7352776667097
31,6474064785372
61,8207032819141
15,5647829475879
49,7500397605447
18,0524157663795
34,6816793252565
36,4627944794383
16,7179698580091
30,8709777847026
53,0504882843232
37,13428636273
39,2114099847627
-19,9663829761326
94,6359677866088
63,1166967846837
22,6916828540692
19,422874139138
34,2203015043559
13,2153978713794
63,1781706582152
66,8838517157884
9,75077259875608
59,8551073259991
47,0090928907085
80,7497646476006
12,7306128821929
-2,91631941806161
-4,89498530478669
6,39037645840217
41,393258331796
24,9595420047214
77,7694058861759
37,8387294499841
13,8285173376718
36,8550319869471
19,0213059523979
59,909187265154
42,7808679367208
52,7310797519507
6,65900308851464
73,215939352293
37,0998388208534
15,8252005686919
48,7377014471333
32,4906925312517
67,2889272607257
58,6083381108172
75,9683853389519
56,7114470890883
32,701945989929
20,6062031283364
-3,23916427477157
1,96679330302076
58,3455439147492
25,2744215337265
15,2888810722867
19,7096194258189
46,0202801337595
69,5950282792228
36,3105189804295
16,2447734505898
51,0863949478449
8,41446210176676
-4,28571531417753
-42,0483071831343
20,9395671520689
30,545581116112
17,0517307951317
28,6210254519318
-4,02634317154241
35,7179839582993
28,3987344025144
20,1170175941044
9,81116848015937
45,8080255567632
52,958417815491
1,20894547510167
48,0947966396563
39,7466500212218
1,46477639730615
41,278885356147
13,5673299643332
18,1709377770897
23,5325651019154
43,4181764777099
22,1479640509445
30,0529294817135
52,8271073818526
-6,38089357617431
-22,1314571481011
52,1124736171741
22,5545468762574
77,0212546976304
27,304300848169
-26,3473625289223
80,9964432228786
103,613966621912
48,2701370810745
